S000000062	ORF		YAL067C	SEO1		chromosome 1		1	9017	7236	C		2/17/1970	2/17/1970	SEO1/SEO1/Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide/
S000029932	CDS		YAL067C	YAL067C		chromosome 1		1	9017	7236	C		2/17/1970	2/17/1970	YAL067C///
S000121253	ARS		ARS103	ARS103		chromosome 1		1	7998	8548	W		2/17/1970	2/17/1970	ARS103//Autonomously Replicating Sequence/
S000001817	ORF		YAL065C	YAL065C		chromosome 1		1	11952	11566	C		2/17/1970	2/17/1970	YAL065C//Putative protein of unknown function; has homology to FLO1; possible pseudogene/
S000037154	CDS		YAL065C	YAL065C		chromosome 1		1	11952	11566	C		2/17/1970	2/17/1970	YAL065C///
S000002141	ORF		YAL064W-B	YAL064W-B		chromosome 1		1	12047	12427	W		2/17/1970	2/17/1970	YAL064W-B//Fungal-specific protein of unknown function/
S000034793	CDS		YAL064W-B	YAL064W-B		chromosome 1		1	12047	12427	W		2/17/1970	2/17/1970	YAL064W-B///
S000002140	ORF		YAL064C-A	YAL064C-A		chromosome 1		1	13741	13361	C		2/17/1970	2/17/1970	YAL064C-A//Putative protein of unknown function; YAL064C-A is not an essential gene/
S000031541	CDS		YAL064C-A	YAL064C-A		chromosome 1		1	13741	13361	C		2/17/1970	2/17/1970	YAL064C-A///
S000000060	ORF		YAL064W	YAL064W		chromosome 1		1	21523	21848	W		2/17/1970	2/17/1970	YAL064W//Protein of unknown function; may interact with ribosomes, based on co-purification experiments/
S000037087	CDS		YAL064W	YAL064W		chromosome 1		1	21523	21848	W		2/17/1970	2/17/1970	YAL064W///
S000006787	long_terminal_repeat		YALWDELTA1	YALWDELTA1		chromosome 1		1	22228	22550	W		2/17/1970	2/17/1970	YALWdelta1//Ty1 LTR/
S000028813	ORF		YAL063C-A	YAL063C-A		chromosome 1		1	22683	22393	C		2/17/1970	2/17/1970	YAL063C-A//Putative protein of unknown function; identified by expression profiling and mass spectrometry/
S000033613	CDS		YAL063C-A	YAL063C-A		chromosome 1		1	22683	22393	C		2/17/1970	2/17/1970	YAL063C-A///
S000000059	ORF		YAL063C	FLO9		chromosome 1		1	27965	23997	C		2/17/1970	2/17/1970	FLO9/FLO9/Lectin-like protein with similarity to Flo1p, thought to be expressed and involved in flocculation/
S000036982	CDS		YAL063C	YAL063C		chromosome 1		1	27965	23997	C		2/17/1970	2/17/1970	YAL063C///
S000118317	ARS		ARS104	ARS104		chromosome 1		1	30932	31168	W		2/17/1970	2/17/1970	ARS104//Autonomously Replicating Sequence/
S000000058	ORF		YAL062W	GDH3		chromosome 1		1	31551	32924	W		2/17/1970	2/17/1970	GDH3/GDH3/NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources/
S000036963	CDS		YAL062W	YAL062W		chromosome 1		1	31551	32924	W		2/17/1970	2/17/1970	YAL062W///
S000000057	ORF		YAL061W	BDH2		chromosome 1		1	33432	34685	W		2/17/1970	2/17/1970	BDH2/BDH2/Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3; BDH2 is an essential gene/
S000036902	CDS		YAL061W	YAL061W		chromosome 1		1	33432	34685	W		2/17/1970	2/17/1970	YAL061W///
S000000056	ORF		YAL060W	BDH1		chromosome 1		1	35139	36287	W		2/17/1970	2/17/1970	BDH1/BDH1/NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source/
S000036089	CDS		YAL060W	YAL060W		chromosome 1		1	35139	36287	W		2/17/1970	2/17/1970	YAL060W///
S000000055	ORF		YAL059W	ECM1		chromosome 1		1	36493	37131	W		2/17/1970	2/17/1970	ECM1/ECM1/Protein of unknown function, localized in the nucleoplasm and the nucleolus, genetically interacts with MTR2 in 60S ribosomal protein subunit export/
S000035122	CDS		YAL059W	YAL059W		chromosome 1		1	36493	37131	W		2/17/1970	2/17/1970	YAL059W///
S000000054	ORF		YAL058W	CNE1		chromosome 1		1	37448	38956	W		2/17/1970	2/17/1970	CNE1/CNE1/Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast/
S000034933	CDS		YAL058W	YAL058W		chromosome 1		1	37448	38956	W		2/17/1970	2/17/1970	YAL058W///
S000000052	ORF		YAL056W	GPB2		chromosome 1		1	39243	41885	W		2/17/1970	2/17/1970	GPB2/GPB2/Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p/
S000033885	CDS		YAL056W	YAL056W		chromosome 1		1	39243	41885	W		2/17/1970	2/17/1970	YAL056W///
S000121254	ARS		ARS105	ARS105		chromosome 1		1	41792	42166	W		2/17/1970	2/17/1970	ARS105//Autonomously Replicating Sequence/
S000000051	ORF		YAL055W	PEX22		chromosome 1		1	42161	42703	W		2/17/1970	2/17/1970	PEX22/PEX22/Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation/
S000033812	CDS		YAL055W	YAL055W		chromosome 1		1	42161	42703	W		2/17/1970	2/17/1970	YAL055W///
S000000050	ORF		YAL054C	ACS1		chromosome 1		1	45006	42865	C		2/17/1970	2/17/1970	ACS1/ACS1/Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetlyation; expressed during growth on nonfermentable carbon sources and under aerobic conditions/
S000033073	CDS		YAL054C	YAL054C		chromosome 1		1	45006	42865	C		2/17/1970	2/17/1970	YAL054C///
S000000049	ORF		YAL053W	FLC2		chromosome 1		1	45882	48233	W		2/17/1970	2/17/1970	FLC2/FLC2/Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance/
S000033037	CDS		YAL053W	YAL053W		chromosome 1		1	45882	48233	W		2/17/1970	2/17/1970	YAL053W///
S000000048	ORF		YAL051W	OAF1		chromosome 1		1	48547	51690	W		2/17/1970	2/17/1970	OAF1/OAF1/Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p; activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis/
S000032862	CDS		YAL051W	YAL051W		chromosome 1		1	48547	51690	W		2/17/1970	2/17/1970	YAL051W///
S000000047	ORF		YAL049C	YAL049C		chromosome 1		1	52578	51838	C		2/17/1970	2/17/1970	YAL049C//Cytoplasmic protein of unknown function, potential Hsp82p interactor; null mutant displays decreased frequency of mitochondrial genome loss (petite formation)/
S000031896	CDS		YAL049C	YAL049C		chromosome 1		1	52578	51838	C		2/17/1970	2/17/1970	YAL049C///
S000000046	ORF		YAL048C	GEM1		chromosome 1		1	54772	52784	C		2/17/1970	2/17/1970	GEM1/GEM1/Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death/
S000030895	CDS		YAL048C	YAL048C		chromosome 1		1	54772	52784	C		2/17/1970	2/17/1970	YAL048C///
S000000045	ORF		YAL047C	SPC72		chromosome 1		1	56840	54972	C		2/17/1970	2/17/1970	SPC72/SPC72/Component of the cytoplasmic Tub4p (gamma-tubulin) complex, binds spindle pole bodies and links them to microtubules; has roles in astral microtubule formation and stabilization/
S000030803	CDS		YAL047C	YAL047C		chromosome 1		1	56840	54972	C		2/17/1970	2/17/1970	YAL047C///
S000000044	ORF		YAL046C	YAL046C		chromosome 1		1	57368	57012	C		2/17/1970	2/17/1970	YAL046C//Putative protein of unknown function; null mutant displays increased frequency of mitochondrial genome loss (petite formation)/
S000030666	CDS		YAL046C	YAL046C		chromosome 1		1	57368	57012	C		2/17/1970	2/17/1970	YAL046C///
S000007586	ORF		YAL044W-A	YAL044W-A		chromosome 1		1	57501	57833	W		2/17/1970	2/17/1970	YAL044W-A//Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein/
S000037097	CDS		YAL044W-A	YAL044W-A		chromosome 1		1	57501	57833	W		2/17/1970	2/17/1970	YAL044W-A///
S000000042	ORF		YAL044C	GCV3		chromosome 1		1	58445	57933	C		2/17/1970	2/17/1970	GCV3/GCV3/H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm/
S000037751	CDS		YAL044C	YAL044C		chromosome 1		1	58445	57933	C		2/17/1970	2/17/1970	YAL044C///
S000000041	ORF		YAL043C	PTA1		chromosome 1		1	61035	58678	C		2/17/1970	2/17/1970	PTA1/PTA1/Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII/
S000037691	CDS		YAL043C	YAL043C		chromosome 1		1	61035	58678	C		2/17/1970	2/17/1970	YAL043C///
S000000040	ORF		YAL042W	ERV46		chromosome 1		1	61299	62546	W		2/17/1970	2/17/1970	ERV46/ERV46/Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport/
S000037669	CDS		YAL042W	YAL042W		chromosome 1		1	61299	62546	W		2/17/1970	2/17/1970	YAL042W///
S000000039	ORF		YAL041W	CDC24		chromosome 1		1	62823	65387	W		2/17/1970	2/17/1970	CDC24/CDC24/Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing/
S000037599	CDS		YAL041W	YAL041W		chromosome 1		1	62823	65387	W		2/17/1970	2/17/1970	YAL041W///
S000000038	ORF		YAL040C	CLN3		chromosome 1		1	67503	65761	C		2/17/1970	2/17/1970	CLN3/CLN3/G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis/
S000036825	CDS		YAL040C	YAL040C		chromosome 1		1	67503	65761	C		2/17/1970	2/17/1970	YAL040C///
S000000037	ORF		YAL039C	CYC3		chromosome 1		1	69507	68698	C		2/17/1970	2/17/1970	CYC3/CYC3/Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)/
S000035956	CDS		YAL039C	YAL039C		chromosome 1		1	69507	68698	C		2/17/1970	2/17/1970	YAL039C///
S000118318	ARS		ARS106	ARS106		chromosome 1		1	70236	70468	W		2/17/1970	2/17/1970	ARS106//Autonomously Replicating Sequence/
S000000036	ORF		YAL038W	CDC19		chromosome 1		1	71762	73264	W		2/17/1970	2/17/1970	CDC19/CDC19/Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration/
S000035915	CDS		YAL038W	YAL038W		chromosome 1		1	71762	73264	W		2/17/1970	2/17/1970	YAL038W///
S000028732	ORF		YAL037C-A	YAL037C-A		chromosome 1		1	73494	73402	C		2/17/1970	2/17/1970	YAL037C-A//Putative protein of unknown function/
S000033376	CDS		YAL037C-A	YAL037C-A		chromosome 1		1	73494	73402	C		2/17/1970	2/17/1970	YAL037C-A///
S000000035	ORF		YAL037W	YAL037W		chromosome 1		1	73996	74799	W		2/17/1970	2/17/1970	YAL037W//Putative protein of unknown function/
S000035798	CDS		YAL037W	YAL037W		chromosome 1		1	73996	74799	W		2/17/1970	2/17/1970	YAL037W///
S000000034	ORF		YAL036C	RBG1		chromosome 1		1	76128	75019	C		2/17/1970	2/17/1970	RBG1/RBG1/Member of the DRG family of GTP-binding proteins; interacts with translating ribosomes and with Tma46p/
S000034719	CDS		YAL036C	YAL036C		chromosome 1		1	76128	75019	C		2/17/1970	2/17/1970	YAL036C///
S000000033	ORF		YAL035W	FUN12		chromosome 1		1	76403	79411	W		2/17/1970	2/17/1970	FUN12/FUN12/GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2/
S000034678	CDS		YAL035W	YAL035W		chromosome 1		1	76403	79411	W		2/17/1970	2/17/1970	YAL035W///
S000000032	ORF		YAL034W-A	MTW1		chromosome 1		1	79694	80563	W		2/17/1970	2/17/1970	MTW1/MTW1/Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly/
S000031836	CDS		YAL034W-A	YAL034W-A		chromosome 1		1	79694	80563	W		2/17/1970	2/17/1970	YAL034W-A///
S000002134	ORF		YAL034C	FUN19		chromosome 1		1	81927	80686	C		2/17/1970	2/17/1970	FUN19/FUN19/Non-essential protein of unknown function/
S000034508	CDS		YAL034C	YAL034C		chromosome 1		1	81927	80686	C		2/17/1970	2/17/1970	YAL034C///
S000000031	ORF		YAL033W	POP5		chromosome 1		1	82682	83203	W		2/17/1970	2/17/1970	POP5/POP5/Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends/
S000034465	CDS		YAL033W	YAL033W		chromosome 1		1	82682	83203	W		2/17/1970	2/17/1970	YAL033W///
S000000030	ORF		YAL032C	PRP45		chromosome 1		1	84450	83311	C		2/17/1970	2/17/1970	PRP45/PRP45/Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene/
S000033541	CDS		YAL032C	YAL032C		chromosome 1		1	84450	83311	C		2/17/1970	2/17/1970	YAL032C///
S000000029	ORF		YAL031C	GIP4		chromosome 1		1	87007	84725	C		2/17/1970	2/17/1970	GIP4/GIP4/Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate/
S000033476	CDS		YAL031C	YAL031C		chromosome 1		1	87007	84725	C		2/17/1970	2/17/1970	YAL031C///
S000000028	ORF		YAL030W	SNC1		chromosome 1		1	87262	87728	W		2/17/1970	2/17/1970	SNC1/SNC1/Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins/
S000033437	CDS		YAL030W	YAL030W		chromosome 1		1	87262	87363	W		2/17/1970	2/17/1970	YAL030W///
S000033438	CDS		YAL030W	YAL030W		chromosome 1		1	87477	87728	W		2/17/1970	2/17/1970	YAL030W///
S000000027	ORF		YAL029C	MYO4		chromosome 1		1	92246	87831	C		2/17/1970	2/17/1970	MYO4/MYO4/One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p/
S000033821	CDS		YAL029C	YAL029C		chromosome 1		1	92246	87831	C		2/17/1970	2/17/1970	YAL029C///
S000000026	ORF		YAL028W	FRT2		chromosome 1		1	92876	94462	W		2/17/1970	2/17/1970	FRT2/FRT2/Tail-anchored endoplasmic reticulum membrane protein, interacts with homolog Frt1p but is not a substrate of calcineurin (unlike Frt1p), promotes growth in conditions of high Na+, alkaline pH, or cell wall stress; potential Cdc28p substrate/
S000033747	CDS		YAL028W	YAL028W		chromosome 1		1	92876	94462	W		2/17/1970	2/17/1970	YAL028W///
S000000025	ORF		YAL027W	SAW1		chromosome 1		1	94663	95448	W		2/17/1970	2/17/1970	SAW1/SAW1/Catalyzes 3'-nonhomologous tail removal of Rad1p/Rad10p-dependent single-strand annealing recombination intermediates; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YAL027W is a non-essential gene/
S000033629	CDS		YAL027W	YAL027W		chromosome 1		1	94663	95448	W		2/17/1970	2/17/1970	YAL027W///
S000000024	ORF		YAL026C	DRS2		chromosome 1		1	99673	95606	C		2/17/1970	2/17/1970	DRS2/DRS2/Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vessicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease/
S000030197	CDS		YAL026C	YAL026C		chromosome 1		1	99673	95606	C		2/17/1970	2/17/1970	YAL026C///
S000119380	ncRNA		HRA1	HRA1		chromosome 1		1	99281	99844	W		2/17/1970	2/17/1970	HRA1/HRA1/Non-protein-coding RNA, substrate of RNase P, possibly involved in rRNA processing, specifically maturation of 20S precursor into the mature 18S rRNA/
S000120654	noncoding_exon		HRA1	HRA1		chromosome 1		1	99281	99844	W		2/17/1970	2/17/1970	HRA1///
S000000023	ORF		YAL025C	MAK16		chromosome 1		1	101121	100201	C		2/17/1970	2/17/1970	MAK16/MAK16/Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus/
S000030064	CDS		YAL025C	YAL025C		chromosome 1		1	101121	100201	C		2/17/1970	2/17/1970	YAL025C///
S000000022	ORF		YAL024C	LTE1		chromosome 1		1	105848	101541	C		2/17/1970	2/17/1970	LTE1/LTE1/Putative GDP/GTP exchange factor required for mitotic exit at low temperatures; acts as a guanine nucleotide exchange factor (GEF) for Tem1p, which is a key regulator of mitotic exit; physically associates with Ras2p-GTP/
S000029981	CDS		YAL024C	YAL024C		chromosome 1		1	105848	101541	C		2/17/1970	2/17/1970	YAL024C///
S000000021	ORF		YAL023C	PMT2		chromosome 1		1	108527	106248	C		2/17/1970	2/17/1970	PMT2/PMT2/Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt1p, can instead interact with Pmt5p in some conditions; target for new antifungals/
S000037355	CDS		YAL023C	YAL023C		chromosome 1		1	108527	106248	C		2/17/1970	2/17/1970	YAL023C///
S000000020	ORF		YAL022C	FUN26		chromosome 1		1	110406	108853	C		2/17/1970	2/17/1970	FUN26/FUN26/Nucleoside transporter with broad nucleoside selectivity; localized to intracellular membranes/
S000037286	CDS		YAL022C	YAL022C		chromosome 1		1	110406	108853	C		2/17/1970	2/17/1970	YAL022C///
S000000019	ORF		YAL021C	CCR4		chromosome 1		1	113335	110822	C		2/17/1970	2/17/1970	CCR4/CCR4/Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening/
S000037200	CDS		YAL021C	YAL021C		chromosome 1		1	113335	110822	C		2/17/1970	2/17/1970	YAL021C///
S000000018	ORF		YAL020C	ATS1		chromosome 1		1	114591	113590	C		2/17/1970	2/17/1970	ATS1/ATS1/Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA; has a potential role in regulatory interactions between microtubules and the cell cycle/
S000037124	CDS		YAL020C	YAL020C		chromosome 1		1	114591	113590	C		2/17/1970	2/17/1970	YAL020C///
S000000017	ORF		YAL019W	FUN30		chromosome 1		1	114895	118290	W		2/17/1970	2/17/1970	FUN30/FUN30/Protein whose overexpression affects chromosome stability, potential Cdc28p substrate; homolog of Snf2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies/
S000037555	CDS		YAL019W	YAL019W		chromosome 1		1	114895	118290	W		2/17/1970	2/17/1970	YAL019W///
S000000016	ORF		YAL018C	YAL018C		chromosome 1		1	119517	118540	C		2/17/1970	2/17/1970	YAL018C//Putative protein of unknown function/
S000032033	CDS		YAL018C	YAL018C		chromosome 1		1	119517	118540	C		2/17/1970	2/17/1970	YAL018C///
S000000015	ORF		YAL017W	PSK1		chromosome 1		1	120201	124271	W		2/17/1970	2/17/1970	PSK1/PSK1/One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status/
S000031992	CDS		YAL017W	YAL017W		chromosome 1		1	120201	124271	W		2/17/1970	2/17/1970	YAL017W///
S000118319	ARS		ARS107	ARS107		chromosome 1		1	124325	124573	W		2/17/1970	2/17/1970	ARS107//Autonomously Replicating Sequence/
S000000014	ORF		YAL016W	TPD3		chromosome 1		1	124855	126762	W		2/17/1970	2/17/1970	TPD3/TPD3/Regulatory subunit A of the heterotrimeric protein phosphatase 2A, which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and for transcription by RNA polymerase III/
S000031874	CDS		YAL016W	YAL016W		chromosome 1		1	124855	126762	W		2/17/1970	2/17/1970	YAL016W///
S000000013	ORF		YAL015C	NTG1		chromosome 1		1	128078	126879	C		2/17/1970	2/17/1970	NTG1/NTG1/DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair, localizes to the nucleus and mitochondrion/
S000036247	CDS		YAL015C	YAL015C		chromosome 1		1	128078	126879	C		2/17/1970	2/17/1970	YAL015C///
S000000012	ORF		YAL014C	SYN8		chromosome 1		1	128995	128228	C		2/17/1970	2/17/1970	SYN8/SYN8/Endosomal SNARE related to mammalian syntaxin 8/
S000036146	CDS		YAL014C	YAL014C		chromosome 1		1	128995	128228	C		2/17/1970	2/17/1970	YAL014C///
S000000011	ORF		YAL013W	DEP1		chromosome 1		1	129246	130506	W		2/17/1970	2/17/1970	DEP1/DEP1/Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation/
S000036100	CDS		YAL013W	YAL013W		chromosome 1		1	129246	130506	W		2/17/1970	2/17/1970	YAL013W///
S000000010	ORF		YAL012W	CYS3		chromosome 1		1	130775	131959	W		2/17/1970	2/17/1970	CYS3/CYS3/Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine/
S000035250	CDS		YAL012W	YAL012W		chromosome 1		1	130775	131959	W		2/17/1970	2/17/1970	YAL012W///
S000000009	ORF		YAL011W	SWC3		chromosome 1		1	132175	134052	W		2/17/1970	2/17/1970	SWC3/SWC3/Protein of unknown function, component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae/
S000035116	CDS		YAL011W	YAL011W		chromosome 1		1	132175	134052	W		2/17/1970	2/17/1970	YAL011W///
S000000008	ORF		YAL010C	MDM10		chromosome 1		1	135641	134160	C		2/17/1970	2/17/1970	MDM10/MDM10/Subunit of both the Mdm10-Mdm12-Mmm1 complex and the mitochondrial sorting and assembly machinery (SAM complex); functions in both the general and Tom40p-specific pathways for import and assembly of outer membrane beta-barrel proteins/
S000034958	CDS		YAL010C	YAL010C		chromosome 1		1	135641	134160	C		2/17/1970	2/17/1970	YAL010C///
S000000007	ORF		YAL009W	SPO7		chromosome 1		1	135830	136609	W		2/17/1970	2/17/1970	SPO7/SPO7/Regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme, which regulates nuclear growth by controlling recruitment of Pah1p onto promoters of phospholipid biosynthetic genes; required for normal nuclear envelope morphology and sporulation/
S000034070	CDS		YAL009W	YAL009W		chromosome 1		1	135830	136609	W		2/17/1970	2/17/1970	YAL009W///
S000000006	ORF		YAL008W	FUN14		chromosome 1		1	136890	137486	W		2/17/1970	2/17/1970	FUN14/FUN14/Mitochondrial protein of unknown function/
S000033957	CDS		YAL008W	YAL008W		chromosome 1		1	136890	137486	W		2/17/1970	2/17/1970	YAL008W///
S000000005	ORF		YAL007C	ERP2		chromosome 1		1	138321	137674	C		2/17/1970	2/17/1970	ERP2/ERP2/Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles/
S000033112	CDS		YAL007C	YAL007C		chromosome 1		1	138321	137674	C		2/17/1970	2/17/1970	YAL007C///
S000006786	long_terminal_repeat		YALCDELTA2	YALCDELTA2		chromosome 1		1	138968	138807	C		2/17/1970	2/17/1970	YALCdelta2//Ty1 LTR/
S000035967	noncoding_exon		TP(UGG)A	TP(UGG)A		chromosome 1		1	139128	139163	W		2/17/1970	2/17/1970	tP(UGG)A///
S000006680	tRNA		TP(UGG)A	TRN1		chromosome 1		1	139128	139230	W		2/17/1970	2/17/1970	TRN1/TRN1/tRNA-Pro/
S000035968	noncoding_exon		TP(UGG)A	TP(UGG)A		chromosome 1		1	139195	139230	W		2/17/1970	2/17/1970	tP(UGG)A///
S000000004	ORF		YAL005C	SSA1		chromosome 1		1	141407	139479	C		2/17/1970	2/17/1970	SSA1/SSA1/ATPase involved in protein folding and nuclear localization signal (NLS)-directed nuclear transport; member of heat shock protein 70 (HSP70) family; forms a chaperone complex with Ydj1p; localized to the nucleus, cytoplasm, and cell wall/
S000032096	CDS		YAL005C	YAL005C		chromosome 1		1	141407	139479	C		2/17/1970	2/17/1970	YAL005C///
S000000003	ORF		YAL003W	EFB1		chromosome 1		1	142150	143136	W		2/17/1970	2/17/1970	EFB1/EFB1/Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site/
S000031941	CDS		YAL003W	YAL003W		chromosome 1		1	142150	142229	W		2/17/1970	2/17/1970	YAL003W///
